Aircraft,Profile,Track,Track Type,Runway,A/C Category,Track Group,Num Day,Num Night,Num Total,% Day,% Night,% Total
EA-18G,247P_FL,07WC14P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,247P_FO,07WC14P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,248P_FH,07WC32P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,248P_FL,07WC32P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,248P_FO,07WC32P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,249P_FH,14WC14P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,249P_FL,14WC14P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,249P_FO,14WC14P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,250P_FH,14WC32P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,250P_FL,14WC32P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,250P_FO,14WC32P,Departure,14,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,251P_FH,25WC14P,Departure,25,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,251P_FL,25WC14P,Departure,25,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,251P_FO,25WC14P,Departure,25,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,252P_FH,25WC32P,Departure,25,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,252P_FL,25WC32P,Departure,25,Based,Interfacility Ault Field to Coupeville,0.285714286,0,0.285714286,100.00%,0.00%,1.28%
EA-18G,252P_FO,25WC32P,Departure,25,Based,Interfacility Ault Field to Coupeville,2.142857143,1,3.142857143,68.18%,31.82%,14.10%
EA-18G,253P_FH,32WC14P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,253P_FL,32WC14P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,253P_FO,32WC14P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,254P_FH,32WC32P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,254P_FL,32WC32P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,254P_FO,32WC32P,Departure,32,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,21.28571429,1,22.28571429,95.51%,4.49%,
,,,,,,,,,,,,
EA-18G,263L,07PL,Closed Pattern,07,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,263R,07PR,Closed Pattern,07,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,264L,14PL,Closed Pattern,14,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,264R,14PR,Closed Pattern,14,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,265L,25PL,Closed Pattern,25,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,265R,25PR,Closed Pattern,25,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,266L,32PL,Closed Pattern,32,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,266R,32PR,Closed Pattern,32,Based,Depart and Re-enter Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,267A,07F1B,Closed Pattern,07,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,267B,07F1C,Closed Pattern,07,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,268A,14F1B,Closed Pattern,14,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,268B,14F1C,Closed Pattern,14,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,269A,25F1B,Closed Pattern,25,Based,Touch and Go at Ault Field,5.285714286,0.714285714,6,88.10%,11.90%,10.42%
EA-18G,269B,25F1C,Closed Pattern,25,Based,Touch and Go at Ault Field,4.857142857,0,4.857142857,100.00%,0.00%,8.44%
EA-18G,270B,32F1C,Closed Pattern,32,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,273PDA,14FCP1,Closed Pattern,14_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,273PDB,14FCP2,Closed Pattern,14_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,273PDC,14FCP3,Closed Pattern,14_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,273PDX,14FCPX,Closed Pattern,14_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,273PDY,14FCPY,Closed Pattern,14_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,276PDA,32FCP1,Closed Pattern,32_OLF,Based,FCLP at Coupeville,22.285,6.343,28.628,77.84%,22.16%,49.73%
EA-18G,276PDB,32FCP2,Closed Pattern,32_OLF,Based,FCLP at Coupeville,2.076,0.427,2.503,82.94%,17.06%,4.35%
EA-18G,276PDC,32FCP3,Closed Pattern,32_OLF,Based,FCLP at Coupeville,0.704,0.525,1.229,57.28%,42.72%,2.13%
EA-18G,276PDX,32FCPX,Closed Pattern,32_OLF,Based,FCLP at Coupeville,0,0,0,0.00%,0.00%,0.00%
EA-18G,276PDY,32FCPY,Closed Pattern,32_OLF,Based,FCLP at Coupeville,4.781,1.002,5.783,82.67%,17.33%,0.00%
EA-18G,277A_EXP,07G1A,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277A_FLT,07G1A,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277A_FRS,07G1A,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277B_EXP,07G1B,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277B_FLT,07G1B,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277B_FRS,07G1B,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277C_EXP,07G1C,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277C_FLT,07G1C,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,277C_FRS,07G1C,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278A_EXP,14G1A,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278A_FLT,14G1A,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278A_FRS,14G1A,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278B_EXP,14G1B,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278B_FLT,14G1B,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278B_FRS,14G1B,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278C_EXP,14G1C,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278C_FLT,14G1C,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,278C_FRS,14G1C,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279A_EXP,25G1A,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279A_FLT,25G1A,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279A_FRS,25G1A,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279B_EXP,25G1B,Closed Pattern,25,Based,GCA Pattern,0.428571429,0.285714286,0.714285714,60.00%,40.00%,1.24%
EA-18G,279B_FLT,25G1B,Closed Pattern,25,Based,GCA Pattern,0.142857143,0,0.142857143,100.00%,0.00%,0.25%
EA-18G,279B_FRS,25G1B,Closed Pattern,25,Based,GCA Pattern,0.285714286,0,0.285714286,100.00%,0.00%,0.50%
EA-18G,279C_EXP,25G1C,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279C_FLT,25G1C,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,279C_FRS,25G1C,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280A_EXP,32G1A,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280A_FLT,32G1A,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280A_FRS,32G1A,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280B_EXP,32G1B,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280B_FLT,32G1B,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280B_FRS,32G1B,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280C_EXP,32G1C,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280C_FLT,32G1C,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,280C_FRS,32G1C,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
EA-18G,281A_m,07F1B,Closed Pattern,07,Based,FCLP at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,281B_m,07F1C,Closed Pattern,07,Based,FCLP at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,282A_m,14F1B,Closed Pattern,14,Based,FCLP at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,282B_m,14F1C,Closed Pattern,14,Based,FCLP at Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,283A_m,25F1B,Closed Pattern,25,Based,FCLP at Ault Field,1.285714286,0,1.285714286,100.00%,0.00%,2.23%
EA-18G,283B_m,25F1C,Closed Pattern,25,Based,FCLP at Ault Field,6.142857143,0,6.142857143,100.00%,0.00%,10.67%
EA-18G,284B_m,32F1C,Closed Pattern,32,Based,FCLP at Ault Field,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,18.42857143,1,57.57157143,32.01%,1.74%,
,,,,,,,,,,,,
EA-18G,255_FLT,14CW07_FLT,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,255_FRS,14CW07_FRS,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,256_FLT,14CW14_FLT,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,256_FRS,14CW14_FRS,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,257_FLT,14CW25_FLT,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,257_FRS,14CW25_FRS,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,258_FLT,14CW32_FLT,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,258_FRS,14CW32_FRS,Interfacility,14_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,259_FLT,32CW07_FLT,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,259_FRS,32CW07_FRS,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,260_FLT,32CW14_FLT,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,260_FRS,32CW14_FRS,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,261_FLT,32CW25_FLT,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0.285714286,0,0.285714286,100.00%,0.00%,7.69%
EA-18G,261_FRS,32CW25_FRS,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,2.285714286,1.142857143,3.428571429,66.67%,33.33%,92.31%
EA-18G,262_FLT,32CW32_FLT,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
EA-18G,262_FRS,32CW32_FRS,Interfacility,32_OLF,Based,Interfacility Coupeville to Ault Field,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,2.571428571,1.142857143,3.714285714,69.23%,30.77%,
Aircraft,Profile,Track,Track Type,Runway,A/C Category,Track Group,Num Day,Num Night,Num Total,% Day,% Night,% Total
P-3C,321,07A1A,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,322,07A4D,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,323,07A3B,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,324,25A3D,Arrival,25,Based,P3 P8 C9 VFR non breaks,0.142857143,0,0.142857143,100.00%,0.00%,6.67%
P-3C,325,25A4B,Arrival,25,Based,P3 P8 C9 VFR non breaks,1.285714286,0,1.285714286,100.00%,0.00%,60.00%
P-3C,326,25A4C,Arrival,25,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,328,14A3D,Arrival,14,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,330,14A4D,Arrival,14,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,332,32A3D,Arrival,32,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,334,32A4D,Arrival,32,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,336B,07A2B,Arrival,07,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,336C,07A2C,Arrival,07,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,337B,14A1B,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,337C,14A1C,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,338B,14A2B,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,338C,14A2C,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,339D,25A1D,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,0.285714286,0,0.285714286,100.00%,0.00%,13.33%
P-3C,340B,25A2B,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,0.142857143,0,0.142857143,100.00%,0.00%,6.67%
P-3C,340C,25A2C,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,0.285714286,0,0.285714286,100.00%,0.00%,13.33%
P-3C,341C,32A1C,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,342B,32A2B,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,342C,32A2C,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-3C,343,07ALT,Arrival,07,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-3C,344,14ALT,Arrival,14,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-3C,345,25ALT,Arrival,25,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-3C,346,32ALT,Arrival,32,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,2.142857143,0,2.142857143,100.00%,0.00%,
,,,,,,,,,,,,
P-3C,301,07D1B,Departure,07,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,4.76%
P-3C,302,07D1C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,303,07D2B,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,304,07D2C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,305,14D1B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,306,14D1C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,307,14D2B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,308,14D2C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,309,25D1B,Departure,25,Based,Departure,0.714285714,0,0.714285714,100.00%,0.00%,23.81%
P-3C,310,25D1C,Departure,25,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,4.76%
P-3C,311,25D2B,Departure,25,Based,Departure,1.571428571,0,1.571428571,100.00%,0.00%,52.38%
P-3C,312,25D2C,Departure,25,Based,Departure,0.428571429,0,0.428571429,100.00%,0.00%,14.29%
P-3C,313,32D1B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,314,32D1C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,315,32D2B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-3C,316,32D2C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,3,0,3,100.00%,0.00%,
,,,,,,,,,,,,
P-3C,347B,07G1B,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,347C,07G1C,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,348B,14G1B,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,348C,14G1C,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,349B,25G1B,Closed Pattern,25,Based,GCA Pattern,0.285714286,0.142857143,0.428571429,66.67%,33.33%,4.35%
P-3C,349C,25G1C,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,350B,32G1B,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,350C,32G1C,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-3C,351B,07TU1C,Closed Pattern,07,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
P-3C,352B,14TU1C,Closed Pattern,14,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
P-3C,353B,25TU1C,Closed Pattern,25,Based,Touch and Go at Ault Field,9.428571429,0,9.428571429,100.00%,0.00%,95.65%
P-3C,354B,32TU1C,Closed Pattern,32,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,9.714285714,0.142857143,9.857142857,98.55%,1.45%,
Aircraft,Profile,Track,Track Type,Runway,A/C Category,Track Group,Num Day,Num Night,Num Total,% Day,% Night,% Total
P-8,521,07A1A,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,522,07A3B,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,523,07A4D,Arrival,07,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,525,14A3D,Arrival,14,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,527,14A4D,Arrival,14,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,528,25A3D,Arrival,25,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,529,25A4B,Arrival,25,Based,P3 P8 C9 VFR non breaks,0.285714286,0,0.285714286,100.00%,0.00%,9.09%
P-8,530,25A4C,Arrival,25,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,532,32A3D,Arrival,32,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,534,32A4D,Arrival,32,Based,P3 P8 C9 VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,536B_mod,07A2B,Arrival,07,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,536C_mod,07A2C,Arrival,07,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,537B_mod,14A1B,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,537C_mod,14A1C,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,538B_mod,14A2B,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,538C_mod,14A2C,Arrival,14,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,539D,25A1D,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,2.142857143,0.428571429,2.571428571,83.33%,16.67%,0.00%
P-8,540B_mod,25A2B,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,0.142857143,0,0.142857143,100.00%,0.00%,4.55%
P-8,540C_mod,25A2C,Arrival,25,Based,P3 P8 IFR and Growler VFR non breaks,0.142857143,0,0.142857143,100.00%,0.00%,4.55%
P-8,541C_mod,32A1C,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,542B_mod,32A2B,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,542C_mod,32A2C,Arrival,32,Based,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
P-8,543,07ALT,Arrival,07,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-8,544,14ALT,Arrival,14,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-8,545,25ALT,Arrival,25,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
P-8,546,32ALT,Arrival,32,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,2.714285714,0.428571429,3.142857143,86.36%,13.64%,
,,,,,,,,,,,,
P-8,501_mod,07D1B,Departure,07,Based,Departure,0.285714286,0,0.285714286,100.00%,0.00%,6.45%
P-8,502_mod,07D1C,Departure,07,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,3.23%
P-8,503_mod,07D2B,Departure,07,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,3.23%
P-8,504_mod,07D2C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,505_mod,14D1B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,506_mod,14D1C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,507_mod,14D2B,Departure,14,Based,Departure,0.428571429,0.142857143,0.571428571,75.00%,25.00%,12.90%
P-8,508_mod,14D2C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,509_mod,25D1B,Departure,25,Based,Departure,1.285714286,0.142857143,1.428571429,90.00%,10.00%,32.26%
P-8,510_mod,25D1C,Departure,25,Based,Departure,0.571428571,0,0.571428571,100.00%,0.00%,12.90%
P-8,511_mod,25D2B,Departure,25,Based,Departure,0.857142857,0.142857143,1,85.71%,14.29%,22.58%
P-8,512_mod,25D2C,Departure,25,Based,Departure,0.285714286,0,0.285714286,100.00%,0.00%,6.45%
P-8,513_mod,32D1B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,514_mod,32D1C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,515_mod,32D2B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
P-8,516_mod,32D2C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,4,0.428571429,4.428571429,90.32%,9.68%,
,,,,,,,,,,,,
P-8,547B_mod,07G1B,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,547C_mod,07G1C,Closed Pattern,07,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,548B_mod,14G1B,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,548C_mod,14G1C,Closed Pattern,14,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,549B_mod,25G1B,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,549C_mod,25G1C,Closed Pattern,25,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,550B_mod,32G1B,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,550C_mod,32G1C,Closed Pattern,32,Based,GCA Pattern,0,0,0,0.00%,0.00%,0.00%
P-8,551B_mod,07TU2C,Closed Pattern,07,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
P-8,552B_mod,14TU2C,Closed Pattern,14,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
P-8,553B_mod,25TU2C,Closed Pattern,25,Based,Touch and Go at Ault Field,0.571428571,0,0.571428571,100.00%,0.00%,100.00%
P-8,554B_mod,32TU2C,Closed Pattern,32,Based,Touch and Go at Ault Field,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,0.571428571,0,0.571428571,100.00%,0.00%,
Aircraft,Profile,Track,Track Type,Runway,A/C Category,Track Group,Num Day,Num Night,Num Total,% Day,% Night,% Total
Transient Jet,417,07A1A,Arrival,07,Transient,P3 P8 IFR and Growler VFR non breaks,0,0,0,0.00%,0.00%,0.00%
