"ID","TimeStart","TimeEnd","Duration","LAeq","SEL","LAeq_Lmax","LAFmax","LCpeak","Onset","Threshold"
"AdmB",2019-06-24 23:23:09,2019-06-24 23:23:46,37,90.4,106.2,100.3,101.5,116.4,1.1,50
"AdmB",2019-06-24 23:23:46,2019-06-24 23:24:28,42,98.5,114.9,111.4,113.1,129.2,1.2,50
"AdmB",2019-06-24 23:24:28,2019-06-24 23:25:00,32,96.1,111.3,107.6,109.8,124.4,1.7,50
"AdmB",2019-06-24 23:25:00,2019-06-24 23:25:53,53,90,107.4,101.1,104.4,120.3,0.8,50
"AdmB",2019-06-24 23:25:53,2019-06-24 23:26:35,42,98.2,114.5,109.7,111.4,126.5,1.1,50
"AdmB",2019-06-24 23:26:35,2019-06-24 23:27:36,61,96.8,114.7,110.5,112.1,126.4,0.9,50
"AdmB",2019-06-24 23:27:36,2019-06-24 23:28:05,29,94.5,109.3,105.1,106.5,122.6,2,50
"AdmB",2019-06-24 23:28:05,2019-06-24 23:28:53,48,98.7,115.6,112.1,115.2,129.9,1,50
"AdmB",2019-06-24 23:28:53,2019-06-24 23:29:44,51,88.5,105.6,99,101,115.9,0.7,50
"AdmB",2019-06-24 23:29:44,2019-06-24 23:30:44,60,95.9,113.8,108.9,112.3,127.5,1.1,50
"AdmB",2019-06-24 23:30:44,2019-06-24 23:31:25,41,91.1,107.3,102.3,104.1,122.6,2.1,50
"AdmB",2019-06-24 23:31:25,2019-06-24 23:31:59,34,96,111.4,106.5,107.4,119.5,1.2,50
"AdmB",2019-06-24 23:31:59,2019-06-24 23:33:01,62,90.6,108.5,103,104.7,120.3,0.8,50
"AdmB",2019-06-24 23:33:01,2019-06-24 23:33:43,42,91.1,107.4,102.3,105.7,119.3,1.5,50
"AdmB",2019-06-24 23:33:43,2019-06-24 23:34:14,31,92.5,107.6,102.6,105,120.3,1.9,50
"AdmB",2019-06-24 23:34:14,2019-06-24 23:35:10,56,96.8,114.3,110.7,112.4,126.7,1.1,50
"AdmB",2019-06-24 23:35:10,2019-06-24 23:35:50,40,89.9,106,98.8,100.7,115.7,1.4,50
"AdmB",2019-06-24 23:35:50,2019-06-24 23:36:32,42,94.4,110.8,106.2,108.8,125.6,1.5,50
"AdmB",2019-06-24 23:36:32,2019-06-24 23:37:09,37,91.8,107.6,102.6,106.4,121.9,1,50
"AdmB",2019-06-24 23:37:09,2019-06-24 23:38:14,65,91.2,109.4,102.6,103.7,121.6,0.8,50
"AdmB",2019-06-24 23:38:14,2019-06-24 23:38:41,27,95.6,110.1,104.3,105.4,120.5,2.4,50
"AdmB",2019-06-24 23:38:41,2019-06-24 23:39:26,45,94.2,110.9,107.5,109.1,124.4,1,50
"AdmB",2019-06-24 23:39:26,2019-06-24 23:40:08,42,90.8,107.2,103.9,105.3,120.6,0.7,50
"AdmB",2019-06-24 23:40:08,2019-06-24 23:41:06,58,91.1,108.8,103,104.4,119.2,1.1,50
"AdmB",2019-06-24 23:41:06,2019-06-24 23:41:35,29,91.7,106.5,101,102.1,115.6,2.2,50
"AdmB",2019-06-24 23:41:35,2019-06-24 23:42:35,60,92.7,110.6,106.3,108.6,123.2,1.1,50
"AdmB",2019-06-24 23:42:35,2019-06-24 23:43:18,43,93.6,110,106.1,108.1,124.1,2,50
"AdmB",2019-06-24 23:43:18,2019-06-24 23:44:02,44,94.8,111.4,105.9,107.9,124.5,1.2,50
"AdmB",2019-06-24 23:44:02,2019-06-24 23:44:44,42,95.6,112,107.5,109.2,124.4,1.3,50
"AdmB",2019-06-24 23:44:44,2019-06-24 23:45:31,47,96.5,113.3,111,112.6,127.2,1,50
"AdmB",2019-06-24 23:45:31,2019-06-24 23:46:11,40,88.7,104.8,99.5,101,116.7,1,50
"AdmB",2019-06-24 23:46:11,2019-06-24 23:47:04,53,93.3,110.7,105.5,107.5,122.1,0.9,50
"AdmB",2019-06-24 23:47:04,2019-06-24 23:47:54,50,91,108.1,101.7,103.4,118,0.8,50
"AdmB",2019-06-24 23:47:54,2019-06-24 23:49:37,103,86.6,106.8,99.6,101.6,115,1,50
"AdmB",2019-06-24 23:49:37,2019-06-24 23:51:33,116,92.9,113.5,107.9,110.9,123.8,1.4,50
"AdmB",2019-06-25 15:59:45,2019-06-25 16:00:48,63,85.3,103.4,98.4,99.4,112.3,2.2,50
"AdmB",2019-06-25 16:00:54,2019-06-25 16:02:54,120,93.7,114.6,110.9,112.5,128.2,1.6,50
"AdmB",2019-06-25 16:02:54,2019-06-25 16:04:05,71,97.4,116,111.7,114.1,131.1,1,50
"AdmB",2019-06-25 16:04:05,2019-06-25 16:05:11,66,94.7,113,110.3,112.5,126.6,1.1,50
"AdmB",2019-06-25 16:05:11,2019-06-25 16:07:07,116,89.9,110.6,105.6,106.6,121.3,0.5,50
"AdmB",2019-06-25 16:07:07,2019-06-25 16:07:52,45,98,114.6,110.9,113,127.1,1.8,50
"AdmB",2019-06-25 16:07:52,2019-06-25 16:08:44,52,98,115.2,111.6,113.7,125.6,1.2,50
"AdmB",2019-06-25 16:08:44,2019-06-25 16:10:01,77,98.4,117.3,114.3,115.1,129.1,1,50
"AdmB",2019-06-25 16:10:01,2019-06-25 16:10:44,43,97.3,113.8,108.3,110,124.3,1.8,50
"AdmB",2019-06-25 16:10:44,2019-06-25 16:11:54,70,96.6,115.1,111.5,112.4,127.8,1.1,50
"AdmB",2019-06-25 16:11:54,2019-06-25 16:12:46,52,100.6,117.9,113.7,115.2,129.5,1.2,50
"AdmB",2019-06-25 16:12:46,2019-06-25 16:13:38,52,98.2,115.4,111.1,113.8,130,1.1,50
"AdmB",2019-06-25 16:13:38,2019-06-25 16:14:39,61,99.2,117.1,113.6,114.6,128.2,1.2,50
"AdmB",2019-06-25 16:14:39,2019-06-25 16:15:41,62,95.1,113.1,110,111.8,126.3,1,50
"AdmB",2019-06-25 16:15:41,2019-06-25 16:16:23,42,94.1,110.4,105.1,106.3,120,1.5,50
"AdmB",2019-06-25 16:16:23,2019-06-25 16:17:31,68,96.1,114.5,110.3,111.3,126.6,1.1,50
"AdmB",2019-06-25 16:17:31,2019-06-25 16:18:46,75,96.4,115.2,111.8,113.2,126.5,1,50
"AdmB",2019-06-25 16:18:46,2019-06-25 16:19:25,39,97.6,113.6,109.1,110,127.2,1.9,50
"AdmB",2019-06-25 16:19:25,2019-06-25 16:20:27,62,96.9,114.9,109.8,110.9,126,1.1,50
"AdmB",2019-06-25 16:20:27,2019-06-25 16:21:30,63,94,112.1,106,107.9,123.5,1,50
"AdmB",2019-06-25 16:21:30,2019-06-25 16:22:21,51,95.7,112.9,108.9,109.6,125.6,1.4,50
"AdmB",2019-06-25 16:22:21,2019-06-25 16:23:24,63,97.7,115.7,111.8,115.1,129.3,1.2,50
"AdmB",2019-06-25 16:23:24,2019-06-25 16:24:47,83,92.4,111.7,107.5,108.5,123.2,1.1,50
"AdmB",2019-06-25 16:24:47,2019-06-25 16:26:52,125,96.2,117.2,113.9,114.4,128.3,1.2,50
"AdmB",2019-06-25 16:27:32,2019-06-25 16:29:35,123,92.5,113.4,109.3,110,124.7,1.1,50
"AdmB",2019-06-25 16:30:09,2019-06-25 16:32:15,126,92.9,113.9,110.5,111.1,126.6,1.1,50
"CrcF",2019-07-03 09:30:04,2019-07-03 09:30:14,10,51.6,62,57.1,60.6,NA,1.4,50
"CrcF",2019-07-03 09:35:07,2019-07-03 09:35:21,14,51.2,63,54.3,56.6,NA,0.8,50
"CrcF",2019-07-03 09:35:38,2019-07-03 09:35:44,6,50,58.5,53.5,56.2,NA,0,50
"CrcF",2019-07-03 09:35:48,2019-07-03 09:35:59,11,51.7,62.5,57.6,59.9,NA,2.1,50
"CrcF",2019-07-03 09:36:03,2019-07-03 09:36:24,21,52.2,65.6,56.5,59.5,NA,0.5,50
"CrcF",2019-07-03 09:52:16,2019-07-03 09:53:09,53,67.3,84.6,77.1,80.7,NA,0.8,57.6
"CrcF",2019-07-03 09:53:09,2019-07-03 09:54:35,86,70.1,89.5,78.7,80.4,NA,0.3,57.6
"CrcF",2019-07-03 09:54:35,2019-07-03 09:55:00,25,66.9,81,73.9,76.2,NA,1.2,57.6
"CrcF",2019-07-03 09:55:00,2019-07-03 09:56:39,99,80.7,100.7,89.6,92.2,NA,0.7,57.6
"CrcF",2019-07-03 09:56:39,2019-07-03 09:57:28,49,93.6,110.6,104.3,106.7,NA,1.4,57.6
"CrcF",2019-07-03 09:57:28,2019-07-03 09:58:08,40,86.6,102.7,91.9,93.8,NA,1.2,57.6
"CrcF",2019-07-03 09:58:08,2019-07-03 09:59:10,62,85.1,103.1,92.6,95.5,NA,0.6,57.6
"CrcF",2019-07-03 09:59:10,2019-07-03 09:59:47,37,83.5,99.3,92.6,94.6,NA,2.4,57.6
"CrcF",2019-07-03 09:59:47,2019-07-03 10:01:15,88,86.3,105.8,95.1,97,NA,0.7,57.6
"CrcF",2019-07-03 10:01:15,2019-07-03 10:01:54,39,85.8,101.8,94.9,97,NA,0.8,57.6
"CrcF",2019-07-03 10:01:54,2019-07-03 10:02:46,52,84.1,101.4,91.9,94.4,NA,0.6,57.6
"CrcF",2019-07-03 10:02:46,2019-07-03 10:04:18,92,86.3,106,95.2,97.7,NA,0.9,57.6
"CrcF",2019-07-03 10:04:18,2019-07-03 10:05:49,91,86.9,106.5,100.5,102.2,NA,0.4,57.6
"CrcF",2019-07-03 10:05:49,2019-07-03 10:06:25,36,87.9,103.6,95.5,97,NA,1,57.6
"CrcF",2019-07-03 10:06:25,2019-07-03 10:07:15,50,85.4,102.5,92.4,95.1,NA,0.6,57.6
"CrcF",2019-07-03 10:07:15,2019-07-03 10:08:35,80,85.8,104.9,96,97.4,NA,0.6,57.6
"CrcF",2019-07-03 10:08:35,2019-07-03 10:10:09,94,85.5,105.3,101,104,NA,0.9,57.6
"CrcF",2019-07-03 10:10:09,2019-07-03 10:12:11,122,86.1,107,97.1,98.7,NA,0.4,57.6
"CrcF",2019-07-03 10:12:11,2019-07-03 10:16:21,250,84.6,108.6,96,96.8,NA,0.3,57.6
"CrcF",2019-07-03 10:16:21,2019-07-03 10:17:23,62,86.3,104.3,94.8,96.7,NA,0.7,57.6
"CrcF",2019-07-03 10:17:23,2019-07-03 10:18:54,91,83.2,102.8,93.2,95,NA,0.4,57.6
"CrcF",2019-07-03 10:18:54,2019-07-03 10:19:59,65,83.9,102.1,93.7,95.3,NA,0.6,57.6
"CrcF",2019-07-03 10:19:59,2019-07-03 10:21:34,95,81.3,101.1,90.1,92.2,NA,0.4,57.6
"CrcF",2019-07-03 10:48:59,2019-07-03 10:49:42,43,71.1,87.5,77.8,79.3,NA,1.1,56
"CrcF",2019-07-03 11:11:03,2019-07-03 11:12:00,57,65.7,83.3,72.4,74.8,NA,0.3,56.9
"CrcF",2019-07-03 11:12:00,2019-07-03 11:13:26,86,77.5,96.9,88.7,92,NA,0.6,56.9
"CrcF",2019-07-03 11:13:57,2019-07-03 11:15:58,121,82.9,103.8,94.9,99.6,NA,0.5,56.9
"CrcF",2019-07-03 11:16:31,2019-07-03 11:16:45,14,58.3,70.1,62.4,63.2,NA,2,56.9
"CrcF",2019-07-03 11:16:47,2019-07-03 11:18:41,114,82.2,102.8,91.3,93,NA,0.6,56.9
"CrcF",2019-07-03 11:19:12,2019-07-03 11:21:15,123,85.2,106.1,100.5,103.2,NA,0.7,56.9
"CrcF",2019-07-03 11:21:47,2019-07-03 11:23:50,123,82.3,103.3,93.7,97.6,NA,0.6,56.9
"CrcF",2019-07-03 11:24:39,2019-07-03 11:26:34,115,83.7,104.4,96.1,98.5,NA,0.9,57.1
"CrcF",2019-07-03 11:27:00,2019-07-03 11:29:05,125,84.2,105.2,99.3,101.7,NA,0.7,57.1
"CrcF",2019-07-03 11:29:39,2019-07-03 11:31:58,139,81.7,103.2,93.1,95.9,NA,0.6,56.8
"CrcF",2019-07-03 11:31:58,2019-07-03 11:32:51,53,72.7,90,80.6,83.9,NA,0.7,56.8
"CrcF",2019-07-03 11:33:20,2019-07-03 11:35:32,132,81.6,102.9,92.2,93.8,NA,0.6,57.9
"CrcF",2019-07-03 11:36:04,2019-07-03 11:38:16,132,81.2,102.4,91.9,93.7,NA,0.5,60.8
"CrcF",2019-07-03 11:38:52,2019-07-03 11:39:08,16,63.6,75.9,68.8,70.5,NA,1.2,61.7
"CrcF",2019-07-03 11:39:28,2019-07-03 11:40:55,87,84.2,103.6,93.9,95.4,NA,1.1,63.3
"CrcF",2019-07-03 11:42:10,2019-07-03 11:43:42,92,83.3,103,93.4,97.6,NA,0.9,61.3
"CrcF",2019-07-03 11:44:22,2019-07-03 11:44:52,30,62.1,77,65.6,67.4,NA,0.2,58.8
"CrcF",2019-07-03 11:44:54,2019-07-03 11:46:36,102,79.9,100,88.6,91.4,NA,0.7,55
"CrcF",2019-07-03 11:46:54,2019-07-03 11:49:09,135,78.2,99.5,88.5,89.9,NA,0.4,50
"CrcF",2019-07-03 11:49:09,2019-07-03 11:50:14,65,83.9,102.1,92.9,96.8,NA,1.5,50
"CrcF",2019-07-03 11:50:14,2019-07-03 11:51:58,104,86.3,106.5,96.7,100,NA,0.4,50
"CrcF",2019-07-03 11:51:58,2019-07-03 11:53:45,107,84.2,104.5,93.3,95.2,NA,0.9,50
"CrcF",2019-07-03 11:53:45,2019-07-03 11:54:10,25,78.2,92.3,86.8,91,NA,1.4,50
"CrcF",2019-07-03 11:54:10,2019-07-03 11:56:13,123,82.3,103.3,92.2,94.4,NA,1.5,50
"CrcF",2019-07-03 11:56:13,2019-07-03 11:56:51,38,89.3,105.3,97.6,100.9,NA,1.2,50
"CrcF",2019-07-03 11:56:51,2019-07-03 11:58:46,115,81.8,102.5,91.4,94.6,NA,0.4,50
"CrcF",2019-07-03 11:58:46,2019-07-03 12:00:04,78,83.6,102.5,90.7,NA,NA,0.7,50
"CrcF",2019-07-03 12:00:17,2019-07-03 12:01:25,68,82.9,101.3,93.3,94.9,111.7,0.5,50
"CrcF",2019-07-03 12:01:25,2019-07-03 12:02:16,51,85.6,102.8,94.5,97.2,113.8,0.9,50
"CrcF",2019-07-03 12:02:16,2019-07-03 12:03:52,96,82.1,102,94.4,98.6,118.1,1.1,50
"CrcF",2019-07-03 12:03:52,2019-07-03 12:06:46,174,83,105.4,91.3,93.3,108.8,0.6,50
"CrcF",2019-07-03 12:06:46,2019-07-03 12:08:59,133,83.6,104.9,93.4,97,112.9,0.7,50
"CrcF",2019-07-03 12:08:59,2019-07-03 12:11:37,158,61.9,83.9,69.2,71.9,90.8,0.9,50
"CrcF",2019-07-03 12:18:02,2019-07-03 12:19:02,60,53.1,71,60.8,62.8,84.1,0.5,50
"CrcF",2019-07-03 14:03:35,2019-07-03 14:03:47,12,51.2,62.3,54.3,57.3,79.1,1.8,50
"CrcF",2019-07-03 14:04:39,2019-07-03 14:04:49,10,50.4,60.8,53.3,56.5,71.8,0,50
"CrcF",2019-07-03 14:12:14,2019-07-03 14:13:48,94,64.6,84.3,78.3,81,94,0.5,50
"CrcF",2019-07-03 14:13:51,2019-07-03 14:16:18,147,88.8,110.5,100.6,101.8,117.7,0.5,50
"CrcF",2019-07-03 14:16:18,2019-07-03 14:17:29,71,87,105.6,97.1,100.3,117.4,0.6,50
"CrcF",2019-07-03 14:17:29,2019-07-03 14:19:24,115,90.3,110.9,101.5,102.4,119.6,0.9,50
"CrcF",2019-07-03 14:19:24,2019-07-03 14:20:10,46,87.1,103.9,96,97.4,114.6,1.4,50
"CrcF",2019-07-03 14:20:10,2019-07-03 14:22:01,111,91,111.5,101.8,103.8,120.4,0.8,50
"CrcF",2019-07-03 14:22:01,2019-07-03 14:22:53,52,87.2,104.5,94.7,97.7,112.4,1.5,50
"CrcF",2019-07-03 14:22:53,2019-07-03 14:23:19,26,81.5,95.8,87.3,89.8,105.7,1.8,50
"CrcF",2019-07-03 14:23:19,2019-07-03 14:24:49,90,90,109.6,100.7,102.9,119.6,1.4,50
"CrcF",2019-07-03 14:24:49,2019-07-03 14:25:37,48,86.6,103.5,95.7,98.9,117.7,1.2,50
"CrcF",2019-07-03 14:25:37,2019-07-03 14:26:29,52,93.9,111.2,101.7,104.8,120.7,0.9,50
"CrcF",2019-07-03 14:26:29,2019-07-03 14:27:33,64,89.6,107.7,97.2,98.9,115,1,50
"CrcF",2019-07-03 14:27:33,2019-07-03 14:28:24,51,87.6,104.8,95.7,97.1,114.8,0.8,50
"CrcF",2019-07-03 14:28:24,2019-07-03 14:29:32,68,89.9,108.3,99.2,101.2,117,0.6,50
"CrcF",2019-07-03 14:29:32,2019-07-03 14:30:19,47,89.9,106.7,96.4,98.4,115.2,0.9,50
"CrcF",2019-07-03 14:30:19,2019-07-03 14:31:15,56,90.3,107.8,98.8,99.8,115.3,1.1,50
"CrcF",2019-07-03 14:31:15,2019-07-03 14:32:17,62,92.1,110.1,102.4,105.4,121.3,0.9,50
"CrcF",2019-07-03 14:32:17,2019-07-03 14:33:09,52,89.2,106.5,97.6,101.2,117.7,0.6,50
"CrcF",2019-07-03 14:33:09,2019-07-03 14:34:08,59,87.3,105.1,95.9,98.1,114.2,0.6,50
"CrcF",2019-07-03 14:34:08,2019-07-03 14:35:05,57,89.1,106.8,97.8,101,117.4,0.8,50
"CrcF",2019-07-03 14:35:05,2019-07-03 14:36:53,108,86.1,106.5,95.2,97.6,114.1,0.4,50
"CrcF",2019-07-03 14:36:53,2019-07-03 14:38:13,80,86.3,105.3,98.3,100.4,116.3,1.2,50
"CrcF",2019-07-03 14:38:13,2019-07-03 14:39:42,89,88.3,107.9,98.9,100.6,116,1.1,50
"CrcF",2019-07-03 14:39:42,2019-07-03 14:41:43,121,84,104.9,94.6,98.9,116.9,0.8,50
"CrcF",2019-07-03 14:41:43,2019-07-03 14:43:16,93,83.9,103.7,94.3,96.4,113.5,0.6,50
"CrcF",2019-07-03 14:43:16,2019-07-03 14:44:16,60,75.9,93.7,86.1,87.2,103.6,1.5,50
"CrcF",2019-07-03 14:44:27,2019-07-03 14:45:57,90,84.7,104.2,94.7,97,115.1,0.8,50
"CrcF",2019-07-03 14:45:57,2019-07-03 14:46:59,62,78.9,96.9,91,92.2,107.7,2.1,50
"CrcF",2019-07-03 14:47:09,2019-07-03 14:49:47,158,80.3,102.3,92.4,94.3,110.6,0.6,50
"CrcF",2019-07-03 14:49:54,2019-07-03 14:50:47,53,62.9,80.2,67.3,70.3,90.2,0.7,50
"CrcF",2019-07-03 15:05:50,2019-07-03 15:06:02,12,50.9,62,53.5,55.3,77.7,1.2,50
"CrcF",2019-07-03 15:06:08,2019-07-03 15:06:51,43,60.5,76.9,70.7,73.1,90.1,0.7,50
"CrcF",2019-07-03 15:06:51,2019-07-03 15:08:04,73,68.3,87,79.3,81.3,96.9,0.5,50
"CrcF",2019-07-03 15:08:23,2019-07-03 15:08:58,35,65.3,80.9,75.5,77.9,95.3,1.6,50
"CrcF",2019-07-03 15:09:07,2019-07-03 15:11:34,147,85,106.7,100.8,104.3,120.8,0.8,50
"CrcF",2019-07-03 15:11:42,2019-07-03 15:14:22,160,82.3,104.4,96.6,100.5,116.1,0.6,50
"CrcF",2019-07-03 15:14:29,2019-07-03 15:17:10,161,83.1,105.2,96.6,99,116.9,0.6,50
"CrcF",2019-07-03 15:17:10,2019-07-03 15:18:40,90,82.3,101.9,93.1,96.7,113.2,0.5,50
"CrcF",2019-07-03 15:18:40,2019-07-03 15:19:42,62,88.8,106.8,100,103,117.2,0.6,50
"CrcF",2019-07-03 15:19:42,2019-07-03 15:20:39,57,78.1,95.8,90.5,91.6,108.1,1.8,50
"CrcF",2019-07-03 15:20:39,2019-07-03 15:21:24,45,88.4,105.1,96.7,99.4,114.6,1.6,50
"CrcF",2019-07-03 15:21:24,2019-07-03 15:21:48,24,85,99,90.3,91.5,108.6,2,50
"CrcF",2019-07-03 15:21:48,2019-07-03 15:22:34,46,86.7,103.5,95.7,99.7,115.4,0.6,50
"CrcF",2019-07-03 15:22:34,2019-07-03 15:23:20,46,82,98.8,93.3,94.6,109.2,1.3,50
"CrcF",2019-07-03 15:23:20,2019-07-03 15:24:14,54,84.8,102.2,91.2,92.7,109.1,0.9,50
"CrcF",2019-07-03 15:24:14,2019-07-03 15:25:26,72,84.3,103,90.8,93.2,109.3,0.4,50
"CrcF",2019-07-03 15:25:26,2019-07-03 15:26:08,42,76.9,93.2,85.6,86.7,103.2,2,50
"CrcF",2019-07-03 15:26:08,2019-07-03 15:27:00,52,89.6,106.9,97.8,100.5,115.2,1.3,50
"CrcF",2019-07-03 15:27:00,2019-07-03 15:28:10,70,84.4,102.9,91.5,93.4,109.2,0.4,50
"CrcF",2019-07-03 15:28:10,2019-07-03 15:29:14,64,79.2,97.4,87.9,90.5,106.2,0.7,50
"CrcF",2019-07-03 15:29:21,2019-07-03 15:30:55,94,82.8,102.6,93.6,95.9,113.8,0.7,50
"CrcF",2019-07-03 15:30:55,2019-07-03 15:31:56,61,78.3,96.3,90.8,92.7,107.7,1.8,50
"CrcF",2019-07-03 15:32:05,2019-07-03 15:34:38,153,80,101.8,95,97.4,114.9,0.6,50
"CrcF",2019-07-03 15:34:52,2019-07-03 15:37:27,155,80.5,102.5,90.8,93.6,109.9,0.7,50
"CrcF",2019-07-03 15:37:38,2019-07-03 15:40:18,160,78.6,100.7,92.1,95.7,109.6,0.6,50
"CrcF",2019-07-03 15:40:34,2019-07-03 15:41:17,43,64.9,81.4,76.1,79.1,95.6,1.3,50
"CrcF",2019-07-03 15:58:40,2019-07-03 15:58:50,10,52.5,62.9,56.7,58.1,77.8,0.4,50
"KysH",2016-02-02 13:02:59,2016-02-02 13:03:44,45,53.8,70.4,60.1,62.2,NA,0.8,50
"KysH",2016-02-02 13:24:32,2016-02-02 13:25:18,46,56.8,73.6,63.4,66.1,NA,0.6,50
"KysH",2016-02-02 13:28:57,2016-02-02 13:29:07,10,52.1,62.5,57.3,60.2,NA,2.2,50
"KysH",2016-02-02 13:35:01,2016-02-02 13:35:56,55,90.3,107.8,100.3,104.4,NA,2.2,51.77
"KysH",2016-02-02 13:36:05,2016-02-02 13:36:44,39,94.6,110.7,105.2,107.3,NA,4.3,50.99
"KysH",2016-02-02 13:36:44,2016-02-02 13:37:38,54,99.2,116.7,111.4,113.5,NA,2.8,50.99
"KysH",2016-02-02 13:37:38,2016-02-02 13:39:13,95,97,116.8,110.9,112.4,NA,2,50.99
"KysH",2016-02-02 13:39:13,2016-02-02 13:40:42,89,96.2,115.7,109.6,111.7,NA,1,50.99
"KysH",2016-02-02 13:40:42,2016-02-02 13:41:39,57,102.7,120.4,117,117.9,NA,2.3,50.99
"KysH",2016-02-02 13:41:39,2016-02-02 13:42:50,71,93.7,112.3,105,107.1,NA,1,50.99
"KysH",2016-02-02 13:42:50,2016-02-02 13:43:50,60,95.3,113.2,107.1,111.3,NA,1.3,50.99
"KysH",2016-02-02 13:43:50,2016-02-02 13:44:49,59,89.4,107.1,98.2,100.5,NA,1.5,50.99
"KysH",2016-02-02 13:44:49,2016-02-02 13:46:07,78,99.8,118.7,115,115.5,NA,1.1,50.99
"KysH",2016-02-02 13:46:07,2016-02-02 13:46:45,38,97.1,113,107.3,109.9,NA,2.5,50.99
"KysH",2016-02-02 13:46:45,2016-02-02 13:47:42,57,95.7,113.3,105.7,106.8,NA,1.8,50.99
"KysH",2016-02-02 13:47:42,2016-02-02 13:49:01,79,98.1,117.1,111.9,113.8,NA,1,50.99
"KysH",2016-02-02 13:49:01,2016-02-02 13:49:56,55,98.1,115.5,109.2,111.1,NA,1.9,50.99
"KysH",2016-02-02 13:49:56,2016-02-02 13:51:06,70,97.7,116.2,110.9,112.9,NA,2.4,50.99
"KysH",2016-02-02 13:51:06,2016-02-02 13:52:05,59,97.5,115.3,109,110.7,NA,2.1,50.99
"KysH",2016-02-02 13:52:15,2016-02-02 13:52:55,40,80.8,96.9,94,96.4,NA,3.4,51.15
"KysH",2016-02-02 13:53:07,2016-02-02 13:53:44,37,77.3,93.1,89.3,90.2,NA,3.3,51.15
"KysH",2016-02-02 13:54:18,2016-02-02 13:54:58,40,79.4,95.6,90.4,92.5,NA,3.4,51.02
"KysH",2016-02-02 13:55:17,2016-02-02 13:55:57,40,72.2,88.4,80.4,82.1,NA,2.4,51.02
"KysH",2016-02-02 13:56:07,2016-02-02 13:56:44,37,77.5,93.3,89,92.6,NA,3.5,51.02
"KysH",2016-02-02 13:57:17,2016-02-02 13:57:58,41,75,91.3,83.6,86.8,NA,2.6,51
"KysH",2016-02-02 13:58:13,2016-02-02 13:58:52,39,77.8,93.9,89.2,90.4,NA,3.3,50.95
"KysH",2016-02-02 13:59:05,2016-02-02 13:59:45,40,78.5,94.6,89.2,91.5,NA,3.2,50.88
"KysH",2016-02-02 14:00:23,2016-02-02 14:01:02,39,76.7,92.7,88.3,90.1,NA,3.2,50.88
"KysH",2016-02-02 14:01:14,2016-02-02 14:01:53,39,76.9,92.9,87.5,88.5,NA,3,50.84
"KysH",2016-02-02 14:01:56,2016-02-02 14:02:36,40,76.1,92.3,86.2,88.3,NA,2.8,50.84
"KysH",2016-02-02 14:03:27,2016-02-02 14:04:06,39,77.8,93.8,88.4,90.4,NA,2.9,50.84
"KysH",2016-02-02 14:04:14,2016-02-02 14:04:53,39,77.4,93.4,88.6,89.6,NA,3.4,50.84
"KysH",2016-02-02 14:05:08,2016-02-02 14:05:48,40,79.3,95.5,90.3,91.5,NA,3.2,50.84
"KysH",2016-02-02 14:06:30,2016-02-02 14:07:08,38,78.4,94.3,90.2,91.9,NA,3.2,50.82
"KysH",2016-02-02 14:09:30,2016-02-02 14:10:09,39,78.2,94.2,92,93.7,NA,3.3,50.82
"KysH",2016-02-02 14:10:17,2016-02-02 14:10:27,10,52.4,62.8,56.9,59.5,NA,0.6,50.82
"KysH",2016-02-02 14:11:43,2016-02-02 14:11:59,16,64.6,76.9,71.7,78.4,NA,7.7,50.82
"KysH",2016-02-02 14:12:41,2016-02-02 14:13:11,30,53.9,68.8,60.2,62.5,NA,0.1,50.82
"KysH",2016-02-02 14:13:23,2016-02-02 14:13:41,18,56.3,69.1,63,66.1,NA,4.8,50.82
"KysH",2016-02-02 14:13:46,2016-02-02 14:14:19,33,69.6,84.9,79,82.5,NA,3.9,50.82
"KysH",2016-02-02 14:40:12,2016-02-02 14:40:21,9,50.6,60.6,54.2,54.9,NA,1.5,50
"KysH",2016-02-02 14:51:11,2016-02-02 14:51:17,6,57,65.5,65,68.8,NA,3.3,50
"KysH",2019-06-18 21:10:29,2019-06-18 21:10:50,21,51.4,64.8,54.5,55.5,87.2,0.5,50
"KysH",2019-06-18 21:13:09,2019-06-18 21:14:15,66,89.5,107.8,101.5,104.4,120.9,1.8,50
"KysH",2019-06-18 21:14:15,2019-06-18 21:15:03,48,94.3,111.2,106,109.8,126.3,2.1,50
"KysH",2019-06-18 21:15:03,2019-06-18 21:15:52,49,100.8,117.8,112.2,114.3,128.5,2.7,50
"KysH",2019-06-18 21:15:52,2019-06-18 21:16:57,65,102.7,120.9,117.3,118.9,135.2,1.2,50
"KysH",2019-06-18 21:16:57,2019-06-18 21:17:46,49,96.9,113.9,109.9,114,129.3,1.1,50
"KysH",2019-06-18 21:17:46,2019-06-18 21:18:57,71,103.3,121.9,116.9,119,135.1,1.3,50
"KysH",2019-06-18 21:18:57,2019-06-18 21:19:41,44,100.2,116.7,112.8,114.5,131.4,2.8,50
"KysH",2019-06-18 21:19:41,2019-06-18 21:20:46,65,98.2,116.4,113.7,117,132.1,1.7,50
"KysH",2019-06-18 21:20:46,2019-06-18 21:21:38,52,102.6,119.9,114.4,117.8,132.6,2.4,50
"KysH",2019-06-18 21:21:38,2019-06-18 21:22:25,47,104.4,121.3,116.9,118.1,133.3,2.2,50
