"Time","Field"
2020-12-18 11:48:00,"Ault"
2020-12-18 11:49:00,"Ault"
2020-12-18 11:50:00,"Ault"
2020-12-18 11:52:00,"Ault"
2020-12-18 11:53:00,"Ault"
2020-12-18 11:55:00,"Ault"
2020-12-18 11:56:00,"Ault"
2020-12-18 11:58:00,"Ault"
2020-12-18 11:58:00,"Ault"
2020-12-18 12:00:00,"Ault"
2020-12-18 12:01:00,"Ault"
2020-12-18 12:03:00,"Ault"
2020-12-18 12:05:00,"Ault"
2020-12-18 12:06:00,"Ault"
2020-12-18 12:09:00,"Ault"
2020-12-18 12:15:00,"Ault"
2020-12-18 12:18:00,"Ault"
2020-12-18 12:21:00,"Ault"
2020-12-18 12:25:00,"Ault"
2020-12-18 12:45:00,"Ault"
2020-12-18 12:45:00,"Ault"
2020-12-18 12:54:00,"Ault"
2020-12-18 12:55:00,"Ault"
2020-12-18 12:58:00,"Ault"
2020-12-18 13:03:00,"Ault"
2020-12-18 13:15:00,"Ault"
2020-12-18 13:17:00,"Ault"
2020-12-18 13:17:00,"Ault"
2020-12-18 13:37:00,"Ault"
2020-12-18 14:00:00,"Ault"
2020-12-18 14:05:00,"Ault"
2020-12-18 14:10:00,"Ault"
2020-12-18 14:12:00,"Ault"
2020-12-18 14:23:00,"Ault"
2020-12-18 14:23:00,"Ault"
2020-12-18 14:27:00,"Ault"
2020-12-18 14:30:00,"Ault"
2020-12-18 14:33:00,"Ault"
2020-12-18 14:34:00,"Ault"
2020-12-18 14:39:00,"Ault"
2020-12-18 14:42:00,"Ault"
2020-12-18 14:46:00,"Ault"
2020-12-18 14:48:00,"Ault"
2020-12-18 14:49:00,"Ault"
2020-12-18 14:51:00,"Ault"
2020-12-18 14:52:00,"Ault"
2020-12-18 14:53:00,"Ault"
2020-12-18 14:54:00,"Ault"
2020-12-18 14:57:00,"Ault"
2020-12-18 14:57:00,"Ault"
2020-12-18 14:58:00,"Ault"
2020-12-18 14:59:00,"Ault"
2020-12-18 15:01:00,"Ault"
2020-12-18 15:02:00,"Ault"
2020-12-18 15:03:00,"Ault"
2020-12-18 15:04:00,"Ault"
2020-12-18 15:06:00,"Ault"
2020-12-18 15:07:00,"Ault"
2020-12-18 15:08:00,"Ault"
2020-12-18 15:09:00,"Ault"
2020-12-18 15:10:00,"Ault"
2020-12-18 15:11:00,"Ault"
2020-12-18 15:12:00,"Ault"
2020-12-18 15:13:00,"Ault"
2020-12-18 15:14:00,"Ault"
2020-12-18 15:17:00,"Ault"
2020-12-18 15:20:00,"Ault"
2020-12-18 15:22:00,"Ault"
2020-12-18 15:26:00,"Ault"
2020-12-18 15:29:00,"Ault"
2020-12-18 15:59:00,"Ault"
2020-12-18 16:00:00,"Ault"
2020-12-18 16:01:00,"Ault"
2020-12-18 16:02:00,"Ault"
2020-12-18 16:03:00,"Ault"
2020-12-18 16:05:00,"Ault"
2020-12-18 16:06:00,"Ault"
2020-12-18 16:07:00,"Ault"
2020-12-18 16:08:00,"Ault"
2020-12-18 16:09:00,"Ault"
2020-12-18 16:11:00,"Ault"
2020-12-18 16:12:00,"Ault"
2020-12-18 16:13:00,"Ault"
2020-12-18 16:14:00,"Ault"
2020-12-18 16:14:00,"Ault"
2020-12-18 16:15:00,"Ault"
2020-12-18 16:16:00,"Ault"
2020-12-18 16:17:00,"Ault"
2020-12-18 16:18:00,"Ault"
2020-12-18 16:19:00,"Ault"
2020-12-18 16:19:00,"Ault"
2020-12-18 16:20:00,"Ault"
2020-12-18 16:21:00,"Ault"
2020-12-18 16:23:00,"Ault"
2020-12-18 16:25:00,"Ault"
2020-12-18 16:29:00,"Ault"
2020-12-18 16:33:00,"Ault"
2020-12-18 16:37:00,"Ault"
2020-12-18 16:42:00,"Ault"
2020-12-18 16:55:00,"Ault"
2020-12-18 17:06:00,"Ault"
2020-12-18 17:45:00,"Ault"
2020-12-18 17:59:00,"Ault"
2020-12-18 18:02:00,"Ault"
2020-12-18 19:05:00,"Ault"
2020-12-19 08:20:00,"Ault"
2020-12-19 08:20:00,"Ault"
2020-12-19 09:14:00,"Ault"
2020-12-19 09:14:00,"Ault"
2020-12-19 11:57:00,"Ault"
2020-12-19 12:12:00,"Ault"
2021-03-28 08:33:00,"Ault"
2021-03-28 08:42:00,"Ault"
2021-03-29 08:55:00,"Ault"
2021-03-29 09:01:00,"Ault"
2021-03-29 09:11:00,"Ault"
2021-03-29 09:11:00,"Ault"
2021-03-29 09:37:00,"Ault"
2021-03-29 09:45:00,"Ault"
2021-03-29 09:52:00,"Ault"
2021-03-29 09:55:00,"Ault"
2021-03-29 09:59:00,"Ault"
2021-03-29 10:03:00,"Ault"
2021-03-29 10:04:00,"Ault"
2021-03-29 10:06:00,"Ault"
2021-03-29 10:09:00,"Ault"
2021-03-29 10:12:00,"Ault"
2021-03-29 10:13:00,"Ault"
2021-03-29 10:17:00,"Ault"
2021-03-29 10:21:00,"Ault"
2021-03-29 10:23:00,"Ault"
2021-03-29 10:25:00,"Ault"
2021-03-29 10:27:00,"Ault"
2021-03-29 10:32:00,"Ault"
2021-03-29 10:33:00,"Ault"
2021-03-29 10:33:00,"Ault"
2021-03-29 10:34:00,"Ault"
2021-03-29 10:35:00,"Ault"
2021-03-29 10:36:00,"Ault"
2021-03-29 10:46:00,"Ault"
2021-03-29 10:58:00,"Ault"
2021-03-29 11:01:00,"Ault"
2021-03-29 11:02:00,"Ault"
2021-03-29 11:03:00,"Ault"
2021-03-29 11:31:00,"Ault"
2021-03-29 11:31:00,"Ault"
2021-03-29 11:38:00,"Ault"
2021-03-29 11:41:00,"Ault"
2021-03-29 11:45:00,"Ault"
2021-03-29 11:49:00,"Ault"
2021-03-29 11:52:00,"Ault"
2021-03-29 11:56:00,"Ault"
2021-03-29 11:59:00,"Ault"
2021-03-29 12:03:00,"Ault"
2021-03-29 12:03:00,"Ault"
2021-03-29 12:07:00,"Ault"
2021-03-29 12:10:00,"Ault"
2021-03-29 12:11:00,"Ault"
2021-03-29 12:14:00,"Ault"
2021-03-29 12:18:00,"Ault"
2021-03-29 12:21:00,"Ault"
2021-03-29 12:25:00,"Ault"
2021-03-29 12:25:00,"Ault"
2021-03-29 12:28:00,"Ault"
2021-03-29 12:29:00,"Ault"
2021-03-29 12:31:00,"Ault"
2021-03-29 12:32:00,"Ault"
2021-03-29 12:33:00,"Ault"
2021-03-29 12:34:00,"Ault"
2021-03-29 12:34:00,"Ault"
2021-03-29 12:35:00,"Ault"
2021-03-29 12:36:00,"Ault"
2021-03-29 12:38:00,"Ault"
2021-03-29 12:40:00,"Ault"
2021-03-29 12:40:00,"Ault"
2021-03-29 12:40:00,"Ault"
2021-03-29 12:42:00,"Ault"
2021-03-29 12:55:00,"Ault"
2021-03-29 12:57:00,"Ault"
2021-03-29 13:00:00,"Ault"
2021-03-29 13:04:00,"Ault"
2021-03-29 13:04:00,"Ault"
2021-03-29 13:09:00,"Ault"
2021-03-29 13:19:00,"Ault"
2021-03-29 13:22:00,"Ault"
2021-03-29 13:27:00,"Ault"
2021-03-29 13:27:00,"Ault"
2021-03-29 13:30:00,"Ault"
2021-03-29 13:32:00,"Ault"
2021-03-29 13:32:00,"Ault"
2021-03-29 13:37:00,"Ault"
2021-03-29 13:43:00,"Ault"
2021-03-29 13:50:00,"Ault"
2021-03-29 13:51:00,"Ault"
2021-03-29 13:52:00,"Ault"
2021-03-29 13:54:00,"Ault"
2021-03-29 13:59:00,"Ault"
2021-03-29 14:04:00,"Ault"
2021-03-29 14:09:00,"Ault"
2021-03-29 14:09:00,"Ault"
2021-03-29 14:12:00,"Ault"
2021-03-29 14:12:00,"Ault"
2021-03-29 14:16:00,"Ault"
2021-03-29 14:20:00,"Ault"
2021-03-29 14:20:00,"Ault"
2021-03-29 14:21:00,"Ault"
2021-03-29 14:21:00,"Ault"
2021-03-29 14:33:00,"Ault"
2021-03-29 14:38:00,"Ault"
2021-03-29 14:39:00,"Ault"
2021-03-29 14:41:00,"Ault"
2021-03-29 14:42:00,"Ault"
2021-03-29 14:42:00,"Ault"
2021-03-29 14:47:00,"Ault"
2021-03-29 15:06:00,"Ault"
2021-03-29 15:07:00,"Ault"
2021-03-29 15:12:00,"Ault"
2021-03-29 15:14:00,"Ault"
2021-03-29 15:23:00,"Ault"
2021-03-29 15:29:00,"Ault"
2021-03-29 15:30:00,"Ault"
2021-03-29 15:35:00,"Ault"
2021-03-29 15:49:00,"Ault"
2021-03-29 16:13:00,"Ault"
2021-03-29 16:27:00,"Ault"
2021-03-29 16:46:00,"Ault"
2021-03-29 16:46:00,"Ault"
2021-03-29 16:53:00,"Ault"
2021-03-29 16:57:00,"Ault"
2021-03-29 17:14:00,"Ault"
2021-03-29 17:38:00,"Ault"
2021-03-29 18:02:00,"Ault"
2021-03-29 18:02:00,"Ault"
2021-03-29 19:01:00,"Ault"
2021-03-29 19:01:00,"Ault"
2021-03-29 19:01:00,"Ault"
2021-03-29 19:20:00,"Ault"
2021-03-29 19:25:00,"Ault"
2021-03-29 19:30:00,"Ault"
2021-03-29 19:32:00,"Ault"
2021-03-29 19:59:00,"Ault"
2021-03-29 20:02:00,"Ault"
2021-03-29 20:02:00,"Ault"
2021-03-29 20:02:00,"Ault"
2021-03-29 20:03:00,"Ault"
2021-03-29 20:12:00,"Ault"
2021-03-29 20:55:00,"Ault"
2021-03-29 20:55:00,"Ault"
2021-03-29 21:16:00,"Ault"
2021-03-29 21:17:00,"Ault"
2021-03-29 21:19:00,"Ault"
2021-03-29 21:19:00,"Ault"
2021-03-29 21:19:00,"Ault"
2021-03-29 21:25:00,"Ault"
2021-03-29 21:26:00,"Ault"
2021-03-29 21:27:00,"Ault"
2021-03-29 21:29:00,"Ault"
2021-03-29 21:30:00,"Ault"
2021-03-29 21:31:00,"Ault"
2021-03-29 21:33:00,"Ault"
2021-03-30 08:31:00,"Ault"
2021-03-30 08:36:00,"Ault"
2021-03-30 08:59:00,"Ault"
2021-03-30 08:59:00,"Ault"
2021-03-30 09:01:00,"Ault"
2021-03-30 09:01:00,"Ault"
2021-03-30 09:02:00,"Ault"
2021-03-30 09:22:00,"Ault"
2021-03-30 09:23:00,"Ault"
2021-03-30 09:25:00,"Ault"
2021-03-30 09:27:00,"Ault"
2021-03-30 09:36:00,"Ault"
2021-03-30 09:39:00,"Ault"
2021-03-30 09:44:00,"Ault"
2021-03-30 09:48:00,"Ault"
2021-03-30 09:53:00,"Ault"
2021-03-30 09:56:00,"Ault"
2021-03-30 10:03:00,"Ault"
2021-03-30 10:21:00,"Ault"
2021-03-30 10:24:00,"Ault"
2021-03-30 10:32:00,"Ault"
2021-03-30 10:32:00,"Ault"
2021-03-30 10:35:00,"Ault"
2021-03-30 10:42:00,"Ault"
2021-03-30 10:42:00,"Ault"
2021-03-30 10:45:00,"Ault"
2021-03-30 10:45:00,"Ault"
2021-03-30 11:00:00,"Ault"
2021-03-30 11:02:00,"Ault"
2021-03-30 11:06:00,"Ault"
2021-03-30 11:06:00,"Ault"
2021-03-30 11:08:00,"Ault"
2021-03-30 11:09:00,"Ault"
2021-03-30 11:29:00,"Ault"
2021-03-30 11:31:00,"Ault"
2021-03-30 11:33:00,"Ault"
2021-03-30 11:33:00,"Ault"
2021-03-30 11:35:00,"Ault"
2021-03-30 11:36:00,"Ault"
2021-03-30 11:40:00,"Ault"
2021-03-30 11:45:00,"Ault"
2021-03-30 11:45:00,"Ault"
2021-03-30 11:47:00,"Ault"
2021-03-30 11:47:00,"Ault"
2021-03-30 11:50:00,"Ault"
2021-03-30 12:00:00,"Ault"
2021-03-30 12:00:00,"Ault"
2021-03-30 12:09:00,"Ault"
2021-03-30 12:12:00,"Ault"
2021-03-30 12:14:00,"Ault"
2021-03-30 12:24:00,"Ault"
2021-03-30 12:26:00,"Ault"
2021-03-30 12:27:00,"Ault"
2021-03-30 12:30:00,"Ault"
2021-03-30 12:30:00,"Ault"
2021-03-30 12:34:00,"Ault"
2021-03-30 12:40:00,"Ault"
2021-03-30 13:10:00,"Ault"
2021-03-30 13:12:00,"Ault"
2021-03-30 13:12:00,"Ault"
2021-03-30 13:13:00,"Ault"
2021-03-30 13:14:00,"Ault"
2021-03-30 13:15:00,"Ault"
2021-03-30 13:15:00,"Ault"
2021-03-30 13:17:00,"Ault"
2021-03-30 13:18:00,"Ault"
2021-03-30 13:19:00,"Ault"
2021-03-30 13:20:00,"Ault"
2021-03-30 13:20:00,"Ault"
2021-03-30 13:20:00,"Ault"
2021-03-30 13:24:00,"Ault"
2021-03-30 13:25:00,"Ault"
2021-03-30 13:25:00,"Ault"
2021-03-30 13:26:00,"Ault"
2021-03-30 13:27:00,"Ault"
2021-03-30 13:28:00,"Ault"
2021-03-30 13:30:00,"Ault"
2021-03-30 13:30:00,"Ault"
2021-03-30 13:32:00,"Ault"
2021-03-30 13:32:00,"Ault"
2021-03-30 13:36:00,"Ault"
2021-03-30 13:47:00,"Ault"
2021-03-30 13:51:00,"Ault"
2021-03-30 13:59:00,"Ault"
2021-03-30 14:10:00,"Ault"
2021-03-30 14:12:00,"Ault"
2021-03-30 14:17:00,"Ault"
2021-03-30 14:24:00,"Ault"
2021-03-30 14:37:00,"Ault"
2021-03-30 14:41:00,"Ault"
2021-03-30 14:41:00,"Ault"
2021-03-30 14:43:00,"Ault"
2021-03-30 14:43:00,"Ault"
2021-03-30 14:48:00,"Ault"
2021-03-30 14:50:00,"Ault"
2021-03-30 14:50:00,"Ault"
2021-03-30 14:51:00,"Ault"
2021-03-30 14:56:00,"Ault"
2021-03-30 15:01:00,"Ault"
2021-03-30 15:07:00,"Ault"
2021-03-30 15:08:00,"Ault"
2021-03-30 15:09:00,"Ault"
2021-03-30 15:12:00,"Ault"
2021-03-30 15:15:00,"Ault"
2021-03-30 15:18:00,"Ault"
2021-03-30 15:19:00,"Ault"
2021-03-30 15:21:00,"Ault"
2021-03-30 15:23:00,"Ault"
2021-03-30 15:26:00,"Ault"
2021-03-30 15:29:00,"Ault"
2021-03-30 15:38:00,"Ault"
2021-03-30 15:39:00,"Ault"
2021-03-30 16:07:00,"Ault"
2021-03-30 16:27:00,"Ault"
2021-03-30 16:28:00,"Ault"
2021-03-30 16:31:00,"Ault"
2021-03-30 16:31:00,"Ault"
2021-03-30 16:32:00,"Ault"
2021-03-30 16:34:00,"Ault"
2021-03-30 16:38:00,"Ault"
2021-03-30 16:42:00,"Ault"
2021-03-30 16:42:00,"Ault"
2021-03-30 16:44:00,"Ault"
2021-03-30 16:54:00,"Ault"
2021-03-30 16:58:00,"Ault"
2021-03-30 16:59:00,"Ault"
2021-03-30 17:00:00,"Ault"
2021-03-30 17:23:00,"Ault"
2021-03-30 17:50:00,"Ault"
2021-03-30 18:28:00,"Ault"
2021-03-30 18:30:00,"Ault"
2021-03-30 19:05:00,"Ault"
2021-03-30 19:20:00,"Ault"
2021-03-30 19:46:00,"Ault"
2021-03-30 19:56:00,"Ault"
2021-03-30 19:57:00,"Ault"
2021-03-30 20:05:00,"Ault"
2021-03-30 20:11:00,"Ault"
2021-03-30 20:26:00,"Ault"
2021-03-30 20:39:00,"Ault"
2021-03-30 20:40:00,"Ault"
2021-03-30 20:41:00,"Ault"
2021-03-30 20:57:00,"Ault"
2021-03-30 20:59:00,"Ault"
2021-03-30 21:01:00,"Ault"
2021-03-30 21:02:00,"Ault"
2021-03-30 21:03:00,"Ault"
2021-03-30 21:04:00,"Ault"
2021-03-30 21:05:00,"Ault"
2021-03-30 21:06:00,"Ault"
2021-03-30 21:07:00,"Ault"
2021-03-30 21:09:00,"Ault"
2021-03-30 21:09:00,"Ault"
2021-03-30 21:11:00,"Ault"
2021-03-30 21:15:00,"Ault"
2021-03-30 21:16:00,"Ault"
2021-03-30 21:18:00,"Ault"
2021-03-30 21:23:00,"Ault"
2021-03-30 21:26:00,"Ault"
2021-03-30 21:31:00,"Ault"
2021-03-30 21:43:00,"Ault"
2021-03-30 21:47:00,"Ault"
2021-03-30 22:12:00,"Ault"
2021-03-30 22:22:00,"Ault"
2021-03-30 22:22:00,"Ault"
2021-03-30 22:42:00,"Ault"
2021-03-30 22:54:00,"Ault"
2021-03-30 23:10:00,"Ault"
2021-03-31 08:27:00,"Ault"
2021-03-31 08:29:00,"Ault"
2021-03-31 08:45:00,"Ault"
2021-03-31 09:00:00,"Ault"
2021-03-31 09:05:00,"Ault"
2021-03-31 09:05:00,"Ault"
2021-03-31 09:05:00,"Ault"
2021-03-31 09:37:00,"Ault"
2021-03-31 09:53:00,"Ault"
2021-03-31 09:56:00,"Ault"
2021-03-31 09:56:00,"Ault"
2021-03-31 09:58:00,"Ault"
2021-03-31 09:58:00,"Ault"
2021-03-31 09:59:00,"Ault"
2021-03-31 10:00:00,"Ault"
2021-03-31 10:01:00,"Ault"
2021-03-31 10:02:00,"Ault"
2021-03-31 10:03:00,"Ault"
2021-03-31 10:08:00,"Ault"
2021-03-31 10:08:00,"Ault"
2021-03-31 10:10:00,"Ault"
2021-03-31 10:13:00,"Ault"
2021-03-31 10:15:00,"Ault"
2021-03-31 10:23:00,"Ault"
2021-03-31 10:23:00,"Ault"
2021-03-31 10:24:00,"Ault"
2021-03-31 10:25:00,"Ault"
2021-03-31 10:26:00,"Ault"
2021-03-31 10:29:00,"Ault"
2021-03-31 10:30:00,"Ault"
2021-03-31 10:30:00,"Ault"
2021-03-31 10:31:00,"Ault"
2021-03-31 10:33:00,"Ault"
2021-03-31 10:36:00,"Ault"
2021-03-31 10:38:00,"Ault"
2021-03-31 10:59:00,"Ault"
2021-03-31 10:59:00,"Ault"
2021-03-31 11:05:00,"Ault"
2021-03-31 11:11:00,"Ault"
2021-03-31 11:11:00,"Ault"
2021-03-31 11:15:00,"Ault"
2021-03-31 11:15:00,"Ault"
2021-03-31 11:22:00,"Ault"
2021-03-31 11:22:00,"Ault"
2021-03-31 11:27:00,"Ault"
2021-03-31 11:27:00,"Ault"
2021-03-31 11:31:00,"Ault"
2021-03-31 11:31:00,"Ault"
2021-03-31 11:33:00,"Ault"
2021-03-31 11:34:00,"Ault"
2021-03-31 11:36:00,"Ault"
2021-03-31 11:38:00,"Ault"
2021-03-31 11:40:00,"Ault"
2021-03-31 11:46:00,"Ault"
2021-03-31 11:46:00,"Ault"
2021-03-31 11:49:00,"Ault"
2021-03-31 11:50:00,"Ault"
2021-03-31 12:05:00,"Ault"
2021-03-31 12:11:00,"Ault"
2021-03-31 12:11:00,"Ault"
2021-03-31 12:12:00,"Ault"
2021-03-31 12:24:00,"Ault"
2021-03-31 12:25:00,"Ault"
2021-03-31 12:25:00,"Ault"
2021-03-31 12:27:00,"Ault"
2021-03-31 12:28:00,"Ault"
2021-03-31 12:34:00,"Ault"
2021-03-31 12:36:00,"Ault"
2021-03-31 12:36:00,"Ault"
2021-03-31 12:46:00,"Ault"
2021-03-31 13:01:00,"Ault"
2021-03-31 13:03:00,"Ault"
2021-03-31 13:05:00,"Ault"
2021-03-31 13:08:00,"Ault"
2021-03-31 13:15:00,"Ault"
2021-03-31 13:16:00,"Ault"
2021-03-31 13:27:00,"Ault"
2021-03-31 13:27:00,"Ault"
2021-03-31 13:28:00,"Ault"
2021-03-31 13:28:00,"Ault"
2021-03-31 13:34:00,"Ault"
2021-03-31 13:36:00,"Ault"
2021-03-31 13:36:00,"Ault"
2021-03-31 13:45:00,"Ault"
2021-03-31 13:46:00,"Ault"
2021-03-31 13:59:00,"Ault"
2021-03-31 14:01:00,"Ault"
2021-03-31 14:04:00,"Ault"
2021-03-31 14:15:00,"Ault"
2021-03-31 14:19:00,"Ault"
2021-03-31 14:55:00,"Ault"
2021-03-31 14:56:00,"Ault"
2021-03-31 15:00:00,"Ault"
2021-03-31 15:04:00,"Ault"
2021-03-31 15:16:00,"Ault"
2021-03-31 15:19:00,"Ault"
2021-03-31 15:19:00,"Ault"
2021-03-31 15:24:00,"Ault"
2021-03-31 15:26:00,"Ault"
2021-03-31 15:28:00,"Ault"
2021-03-31 15:32:00,"Ault"
2021-03-31 15:33:00,"Ault"
2021-03-31 15:40:00,"Ault"
2021-03-31 15:50:00,"Ault"
2021-03-31 16:00:00,"Ault"
2021-03-31 16:16:00,"Ault"
2021-03-31 16:20:00,"Ault"
2021-03-31 16:22:00,"Ault"
2021-03-31 16:27:00,"Ault"
2021-03-31 16:42:00,"Ault"
2021-03-31 16:53:00,"Ault"
2021-03-31 16:56:00,"Ault"
2021-03-31 16:59:00,"Ault"
2021-03-31 17:01:00,"Ault"
2021-03-31 17:04:00,"Ault"
2021-03-31 17:05:00,"Ault"
2021-03-31 17:08:00,"Ault"
2021-03-31 17:09:00,"Ault"
2021-03-31 17:10:00,"Ault"
2021-03-31 17:11:00,"Ault"
2021-03-31 17:20:00,"Ault"
2021-03-31 17:26:00,"Ault"
2021-03-31 17:30:00,"Ault"
2021-03-31 18:10:00,"Ault"
2021-03-31 19:54:00,"Ault"
2021-03-31 20:27:00,"Ault"
2021-03-31 20:27:00,"Ault"
2021-03-31 20:34:00,"Ault"
2021-03-31 20:34:00,"Ault"
2021-03-31 20:34:00,"Ault"
2021-03-31 20:35:00,"Ault"
2021-03-31 20:35:00,"Ault"
2021-03-31 20:35:00,"Ault"
2021-03-31 20:41:00,"Ault"
2021-03-31 20:44:00,"Ault"
2021-03-31 20:48:00,"Ault"
2021-03-31 20:49:00,"Ault"
2021-04-01 08:19:00,"Ault"
2021-04-01 08:31:00,"Ault"
2021-04-01 08:31:00,"Ault"
2021-04-01 08:48:00,"Ault"
2021-04-01 08:54:00,"Ault"
2021-04-01 09:11:00,"Ault"
2021-04-01 09:11:00,"Ault"
2021-04-01 09:11:00,"Ault"
2021-04-01 09:29:00,"Ault"
2021-04-01 09:33:00,"Ault"
2021-04-01 09:34:00,"Ault"
2021-04-01 09:35:00,"Ault"
2021-04-01 09:35:00,"Ault"
2021-04-01 09:37:00,"Ault"
2021-04-01 09:39:00,"Ault"
2021-04-01 09:41:00,"Ault"
2021-04-01 09:42:00,"Ault"
2021-04-01 09:44:00,"Ault"
2021-04-01 09:48:00,"Ault"
2021-04-01 09:51:00,"Ault"
2021-04-01 09:51:00,"Ault"
2021-04-01 09:51:00,"Ault"
2021-04-01 09:51:00,"Ault"
2021-04-01 09:54:00,"Ault"
2021-04-01 09:55:00,"Ault"
2021-04-01 09:58:00,"Ault"
2021-04-01 10:00:00,"Ault"
2021-04-01 10:00:00,"Ault"
2021-04-01 10:02:00,"Ault"
2021-04-01 10:04:00,"Ault"
2021-04-01 10:05:00,"Ault"
2021-04-01 10:06:00,"Ault"
2021-04-01 10:08:00,"Ault"
2021-04-01 10:11:00,"Ault"
2021-04-01 10:11:00,"Ault"
2021-04-01 10:24:00,"Ault"
2021-04-01 10:26:00,"Ault"
2021-04-01 10:31:00,"Ault"
2021-04-01 10:35:00,"Ault"
2021-04-01 10:36:00,"Ault"
2021-04-01 10:39:00,"Ault"
2021-04-01 10:42:00,"Ault"
2021-04-01 10:43:00,"Ault"
2021-04-01 10:44:00,"Ault"
2021-04-01 10:44:00,"Ault"
2021-04-01 10:45:00,"Ault"
2021-04-01 10:46:00,"Ault"
2021-04-01 10:51:00,"Ault"
2021-04-01 10:51:00,"Ault"
2021-04-01 10:56:00,"Ault"
2021-04-01 10:57:00,"Ault"
2021-04-01 10:59:00,"Ault"
2021-04-01 11:04:00,"Ault"
2021-04-01 11:10:00,"Ault"
2021-04-01 11:13:00,"Ault"
2021-04-01 11:16:00,"Ault"
2021-04-01 11:22:00,"Ault"
2021-04-01 11:30:00,"Ault"
2021-04-01 11:35:00,"Ault"
2021-04-01 11:44:00,"Ault"
2021-04-01 11:44:00,"Ault"
2021-04-01 11:49:00,"Ault"
2021-04-01 11:51:00,"Ault"
2021-04-01 11:55:00,"Ault"
2021-04-01 11:57:00,"Ault"
2021-04-01 11:57:00,"Ault"
2021-04-01 11:57:00,"Ault"
2021-04-01 12:10:00,"Ault"
2021-04-01 12:15:00,"Ault"
2021-04-01 12:15:00,"Ault"
2021-04-01 12:15:00,"Ault"
2021-04-01 12:19:00,"Ault"
2021-04-01 12:23:00,"Ault"
2021-04-01 12:23:00,"Ault"
2021-04-01 12:25:00,"Ault"
2021-04-01 12:36:00,"Ault"
2021-04-01 12:40:00,"Ault"
2021-04-01 12:51:00,"Ault"
2021-04-01 13:00:00,"Ault"
2021-04-01 13:02:00,"Ault"
2021-04-01 13:02:00,"Ault"
2021-04-01 13:05:00,"Ault"
2021-04-01 13:07:00,"Ault"
2021-04-01 13:09:00,"Ault"
2021-04-01 13:10:00,"Ault"
2021-04-01 13:13:00,"Ault"
2021-04-01 13:14:00,"Ault"
2021-04-01 13:14:00,"Ault"
2021-04-01 13:15:00,"Ault"
2021-04-01 13:17:00,"Ault"
2021-04-01 13:17:00,"Ault"
2021-04-01 13:20:00,"Ault"
2021-04-01 13:23:00,"Ault"
2021-04-01 13:24:00,"Ault"
2021-04-01 13:25:00,"Ault"
2021-04-01 13:25:00,"Ault"
2021-04-01 13:26:00,"Ault"
2021-04-01 13:27:00,"Ault"
2021-04-01 13:28:00,"Ault"
2021-04-01 13:29:00,"Ault"
2021-04-01 13:30:00,"Ault"
2021-04-01 13:33:00,"Ault"
2021-04-01 13:35:00,"Ault"
2021-04-01 13:38:00,"Ault"
2021-04-01 13:40:00,"Ault"
2021-04-01 13:44:00,"Ault"
2021-04-01 13:46:00,"Ault"
2021-04-01 13:48:00,"Ault"
2021-04-01 13:49:00,"Ault"
2021-04-01 13:54:00,"Ault"
2021-04-01 13:56:00,"Ault"
2021-04-01 13:59:00,"Ault"
2021-04-01 14:01:00,"Ault"
2021-04-01 14:02:00,"Ault"
2021-04-01 14:05:00,"Ault"
2021-04-01 14:07:00,"Ault"
2021-04-01 14:07:00,"Ault"
2021-04-01 14:14:00,"Ault"
2021-04-01 14:16:00,"Ault"
2021-04-01 14:18:00,"Ault"
2021-04-01 14:25:00,"Ault"
2021-04-01 14:26:00,"Ault"
2021-04-01 14:27:00,"Ault"
2021-04-01 14:30:00,"Ault"
2021-04-01 14:35:00,"Ault"
2021-04-01 14:39:00,"Ault"
2021-04-01 14:40:00,"Ault"
2021-04-01 14:41:00,"Ault"
2021-04-01 14:43:00,"Ault"
2021-04-01 14:56:00,"Ault"
2021-04-01 15:03:00,"Ault"
2021-04-01 15:12:00,"Ault"
2021-04-01 15:22:00,"Ault"
2021-04-01 15:29:00,"Ault"
2021-04-01 15:30:00,"Ault"
2021-04-01 15:30:00,"Ault"
2021-04-01 15:31:00,"Ault"
2021-04-01 15:35:00,"Ault"
2021-04-01 15:36:00,"Ault"
2021-04-01 15:37:00,"Ault"
2021-04-01 15:38:00,"Ault"
2021-04-01 15:39:00,"Ault"
2021-04-01 15:41:00,"Ault"
2021-04-01 15:43:00,"Ault"
2021-04-01 15:45:00,"Ault"
2021-04-01 15:46:00,"Ault"
2021-04-01 15:50:00,"Ault"
2021-04-01 15:51:00,"Ault"
2021-04-01 15:51:00,"Ault"
2021-04-01 15:54:00,"Ault"
2021-04-01 15:56:00,"Ault"
2021-04-01 15:58:00,"Ault"
2021-04-01 16:05:00,"Ault"
2021-04-01 16:07:00,"Ault"
2021-04-01 16:08:00,"Ault"
2021-04-01 16:10:00,"Ault"
2021-04-01 16:16:00,"Ault"
2021-04-01 16:18:00,"Ault"
2021-04-01 16:19:00,"Ault"
2021-04-01 16:20:00,"Ault"
2021-04-01 16:23:00,"Ault"
2021-04-01 16:27:00,"Ault"
2021-04-01 16:28:00,"Ault"
2021-04-01 16:30:00,"Ault"
2021-04-01 16:32:00,"Ault"
2021-04-01 16:33:00,"Ault"
2021-04-01 16:36:00,"Ault"
2021-04-01 16:40:00,"Ault"
2021-04-01 16:41:00,"Ault"
2021-04-01 16:45:00,"Ault"
2021-04-01 16:47:00,"Ault"
