"Org","Date","Name","ID","Measurements","Ldn","Ldn_Lday","Ldn_Lnight","Lden","Lden_Lday","Lden_Levening","Lden_Lnight","Leq00","Leq01","Leq02","Leq03","Leq04","Leq05","Leq06","Leq07","Leq08","Leq09","Leq10","Leq11","Leq12","Leq13","Leq14","Leq15","Leq16","Leq17","Leq18","Leq19","Leq20","Leq21","Leq22","Leq23","Leq","SEL","Lmax","LCpeak","L10","L25","L50","L90"
"SDA","2020-07-20","Newberry House","NwbH",86400,70.14,72.08,47.9,70.15,73.05,47.67,47.9,36.14,37.67,37.74,54.09,40.3,41.73,46.33,47.49,45.1,83.74,50.43,56.27,65.99,51.97,52.21,49.87,51.35,50.86,52.01,44.95,44.72,50.6,52.46,45.74,70.05,119.42,115.8,NA,48.9,45.2,41.8,35.5
"SDA","2020-07-21","Newberry House","NwbH",86400,72.05,74.03,48.1,72.08,74.98,56.04,48.1,37.14,51.69,36.6,36.66,37.35,40.46,43.77,47.54,52.39,44.92,56.59,47.45,85.75,52.73,53.23,47.84,49.04,54.24,54.86,49.11,58.85,55.53,49,54.76,71.99,121.36,116.7,NA,49.9,46.2,42.6,35.7
"SDA","2020-07-22","Newberry House","NwbH",86400,65.39,67.28,44.9,70.22,51.74,74.17,44.9,44.28,39.12,37.21,39.31,39.77,41.78,45.62,47.7,45.89,44.71,51.34,48.54,56.55,51.2,54.6,52.89,47.25,52.75,51.7,54.87,78.92,42.26,50.47,47.52,65.25,114.62,110.2,NA,48.4,45.4,42.3,37.1
"SDA","2020-07-23","Newberry House","NwbH",86400,54.5,54.89,43.77,57.28,51.8,59.7,43.77,37.06,36.76,36.2,37.35,37.55,41.52,42.64,46.11,48.7,52.28,54.95,50.42,55.42,48.09,53.71,52.27,49.03,51.84,47.85,46.48,64.31,47.79,38.49,51.75,53.04,102.41,95.7,NA,48.7,45.7,42.1,34.5
"SDA","2020-07-24","Newberry House","NwbH",86400,51.15,51.54,40.4,51.54,52.22,46.55,40.4,37.01,36.73,36.05,36.1,37.22,44.48,43.28,49.25,46.11,49.33,55.61,57.33,50.43,52.54,48.6,47.92,51.25,53.53,50.14,47.5,47.05,44.58,42.02,40.18,49.69,99.06,79,NA,49.7,47.2,43.9,34.7
"SDA","2020-07-25","Newberry House","NwbH",86400,48.97,48.56,39.58,49.65,48.89,46.91,39.58,38.93,37.33,36.05,36.5,36.42,40.38,43.49,43.68,44.48,48.7,48.46,51.67,50.44,46.63,53.22,46.7,48.22,46.83,47.73,48.53,46.43,45.05,40.86,40.06,46.84,96.2,75.9,NA,47.9,45.2,42,35
"SDA","2020-07-26","Newberry House","NwbH",41287,NA,NA,NA,NA,NA,NA,NA,51.76,36.97,37.31,37.08,38.04,41.84,45.01,44.1,46.22,45.82,50.14,101.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.59,133.74,130,NA,47,44.3,40.2,34.7
"SDA","2020-07-06","Race Road","RcRd",37049,NA,NA,NA,NA,NA,39.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.85,47.62,43.86,40.6,45.4,37.65,41.08,41.11,36.13,34.5,33.7,48.52,94.2,83.2,NA,42.9,38.3,34.9,32
"SDA","2020-07-07","Race Road","RcRd",86400,107.66,100.84,101.32,107.87,100.97,100.27,101.32,32.74,32.11,32.45,31.98,37.68,40.51,39.37,42.87,47.62,56.29,67.96,49.64,53.53,54.93,52.49,111.69,93.89,39.25,61.82,45.98,39.16,105.04,109.57,104.98,101.02,150.39,132.5,NA,78.2,43.8,35.3,31.6
"SDA","2020-07-08","Race Road","RcRd",86400,97.79,66.94,92.05,97.79,67.84,56.13,92.05,101.59,34.15,33.53,34.36,38.17,43.83,36.36,39.9,36.09,70.37,57.14,48.95,66.95,56.25,44.42,51.7,77.46,50.7,41.72,45.28,46.65,60.61,60.38,58.9,87.81,137.17,129.2,NA,56.1,43.5,34.7,31.5
"SDA","2020-07-09","Race Road","RcRd",86400,67.96,68.68,56.43,68.29,69.42,62.65,56.43,32.56,36.08,34.89,41.41,48.53,51.23,56.29,53.43,51.61,51.86,74.8,78.57,51.08,46.84,44.74,63.17,39.46,39.44,42.17,59.46,57.3,66.13,65.18,35.37,66.79,116.15,111.1,NA,56.5,48.2,39,32.8
"SDA","2020-07-10","Race Road","RcRd",86400,102.33,104.37,35.95,102.33,105.34,38.97,35.95,33.65,33.41,33.64,34.69,37.27,39.02,38.5,38.94,48.99,53.3,55.11,112.62,105.87,111.04,107.9,51.93,42.45,41.57,43.4,39.68,40.3,35.6,34.91,33.32,102.33,151.69,135.5,NA,60.1,39.9,34.3,31.7
"SDA","2020-07-11","Race Road","RcRd",85787,47.52,46.85,38.45,47.77,47.59,40.96,38.45,34.54,33.5,34.75,35.97,37.78,39.92,40.93,47.8,41.18,40.72,43.69,46.17,50.81,42.95,54.8,48.19,42.25,38.75,38.56,39.83,42.67,39.67,41.92,38.54,44.91,94.25,79.1,NA,43.7,39,35.7,33
"SDA","2020-07-12","Race Road","RcRd",86400,46.95,46.68,37.37,47.21,47.44,40.53,37.37,34.22,33.35,35.14,36.27,34.77,39.18,38.43,38.14,39.44,48.41,40.09,54,44.89,48.04,48.86,47.18,40.25,48.87,39.03,41.89,39.94,39.33,39.96,39.36,44.94,94.3,75.5,NA,42.8,39.2,36.7,33.6
"SDA","2020-07-13","Race Road","RcRd",86400,50.15,50.41,39.68,50.31,51.27,41.45,39.68,36.81,35.41,34.57,34.55,35.19,40.53,39.6,36.42,48,48.56,51.58,49.3,47.11,57.18,52.86,55.14,48.84,47.5,41.47,41.98,41.92,40.24,45.83,38.85,48.59,97.95,79.4,NA,46.2,42.1,36,33.5
"SDA","2020-07-14","Race Road","RcRd",86400,70.07,72.08,41.72,70.08,73.05,49.68,41.72,42.05,35.46,35.14,34.7,37.03,41.81,48.75,38.94,61.55,51.92,47.49,53.58,50.92,52.31,83.43,70.3,69.53,46.92,47.48,43.13,41.43,53.88,37.87,38.17,70.04,119.41,115.8,NA,53.1,43.1,37,33.4
"SDA","2020-07-15","Race Road","RcRd",86400,66.45,68.48,36.61,66.5,69.43,51.9,36.61,36.03,34.9,35.13,38.09,35.42,38.38,38.37,41.91,42.23,63.75,67.24,79.64,58.97,58.8,65.28,49.96,54.36,44.14,53.11,53.26,42.72,53.7,36.56,34.24,66.44,115.8,112.2,NA,45.8,41.1,36.1,33.1
"SDA","2020-07-16","Race Road","RcRd",86400,55.21,56.21,42.75,55.55,56.96,50.03,42.75,34.44,34.04,35.13,33.84,34.18,39.81,37.29,41.01,42.66,62.44,52.32,52.37,50.56,64.6,52.26,53.6,52.9,52.73,47.94,47.3,53.78,39.98,41.72,51.01,54.28,103.65,96.8,NA,46.3,41.6,37.5,33.1
"SDA","2020-07-17","Race Road","RcRd",86400,51.36,46.75,44.56,51.44,47.53,39.97,44.56,43.84,43.4,44.65,46.19,47.99,45.54,44.73,43.26,44.55,48.62,49.46,45.89,47.24,52.62,45.84,38.73,46.94,49.32,41.24,35.15,39.54,42.44,35.7,39.11,46.05,95.41,79,NA,46.8,43.7,39.8,32.5
"SDA","2020-07-18","Race Road","RcRd",86400,51.76,52.68,39.58,51.86,53.58,41.26,39.58,42.76,41.02,34.23,33.44,34.1,42.13,43.25,34.98,63.19,55.06,42.13,46.72,45.88,44.05,50.42,44.33,42.52,44.89,41.86,39.54,41.23,42.5,34.31,34.18,50.76,100.13,94.8,NA,44.7,41.2,35,32.6
"SDA","2020-07-19","Race Road","RcRd",86400,44.51,44.23,34.93,44.84,44.92,39.21,34.93,33.87,33.12,36.7,33.05,33.96,36.62,36.18,37.43,40.56,39.51,43.22,51.4,43.44,44.33,44.22,46.23,44.74,42.82,43.19,39.92,38.17,39.35,32.92,35.62,42.48,91.85,77.8,NA,43.6,40.4,34.7,31.9
"SDA","2020-07-20","Race Road","RcRd",86400,52.3,51.33,43.55,52.65,51.95,47.21,43.55,32.38,32.21,34.01,34.56,33.71,35.77,37.61,40.93,36.65,58.24,52.16,51.86,55.73,47.98,50.88,46.04,49.92,51.83,44.8,43.63,43.31,50.55,51.97,44.16,49.71,99.07,87,NA,44.3,40.4,34.7,31.7
"SDA","2020-07-21","Race Road","RcRd",86400,70.35,56.28,64.5,70.44,54.9,59.49,64.5,34.1,34.19,33.95,34.79,34.7,40.84,39.83,38.36,54.24,42.25,59.28,50.44,57.17,52.75,53.47,45.58,44.98,61.58,43.76,45.15,63.64,55.1,51.71,74.01,61.21,110.58,104.7,NA,46.3,43.1,38,33.2
"SDA","2020-07-22","Race Road","RcRd",86400,61.53,63.48,39.21,65.93,56.8,69.65,39.21,41.78,38.34,34.91,36.26,35.07,37.57,37.24,38.21,37.04,39.06,51.47,44.69,55.93,48.45,54.07,49.35,43.04,42.46,66.74,50.89,74.4,35.57,36.59,44.32,61.45,110.81,105.8,NA,42,38,35.3,32.8
"SDA","2020-07-23","Race Road","RcRd",86400,54.04,54.03,44.06,54.7,54.45,51.84,44.06,34.98,34.33,34.84,36.2,37.27,38.68,39.91,40.34,38.63,49.99,54.4,52.92,52.23,62.62,56.36,50.12,43.77,52.27,44.55,44.47,55.81,46.91,36.37,52.77,52.25,101.61,94.9,NA,43.4,38,35.8,33.6
"SDA","2020-07-24","Race Road","RcRd",86400,47.7,47.66,37.75,47.98,48.41,41.64,37.75,36.92,35.27,34.51,35,34.37,37.87,42.39,43.37,39.34,45.06,52.07,53.61,46.03,50.24,51.21,43.8,47.33,41.13,39.82,43.19,41.78,38.94,37.9,38.47,45.88,95.24,82.7,NA,43.3,38.8,36.2,34.2
"SDA","2020-07-25","Race Road","RcRd",86400,49.2,49.55,38.56,49.38,50.4,41.08,38.56,37.8,35.15,35.71,36.43,35.84,37.24,38.48,37.87,42.74,53.96,54.31,45.04,56.75,44.7,48.37,47.52,44.91,48.5,39.58,39.45,43.29,39.21,40.86,42.73,47.71,97.08,80.3,NA,45.4,41.3,36.2,33.2
"SDA","2020-07-26","Race Road","RcRd",38984,NA,NA,NA,NA,NA,NA,NA,34.26,36.12,34.05,33.47,33.76,36.11,39.3,37.14,41.8,46.91,48.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,87.41,72.4,NA,41.3,38,33.9,33.2
