"Org","Date","Name","ID","File"
"JGL","2019-06-24","Admiral Byrd","AdmB","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Admiral _ Byrd 6-24-19.xlsx"
"JGL","2019-07-03","Crockett Farm","CrcF","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Crockett Farm 7-3-19.xlsx"
"JGL","2019-06-18","Keystone House","KysH","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Keystone House 6-18-19.xlsx"
"JGL","2019-06-18","Long Point Manor","LnPM","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Long Point Manor 6-18-19.xlsx"
"JGL","2019-07-01","Rosehip Farm","RshF","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Rosehip Farm 7-1-19.xlsx"
"JGL","2019-06-18","Transit Center","TrnC","/Users/giojacuzzi/Desktop/PHI Project Data/JGL/Data/Transit Center 6-18-19.xlsx"
